abil_skill_acidburstclose_name	酸液爆发
dialog_weaponmaster_chat_dagger_mastery_ultimate_ready_btn_0	学习神速连击（1000职业点数）
dialog_weaponmaster_chat_dagger_mastery_ultimate_ready_txt	<color=yellow>乔瑞驼</color>：我看到你已经用<color=yellow>匕首</color>类武器打败了<color=yellow>^tag2^个精英怪</color>。你现在可以学习匕首的<color=#40b843>终极技巧</color>了。\n你<color=yellow>确定</color>这是你想学的<color=#40b843>终极技巧</color>吗？你之后将<color=red>无法学习其它的终极技巧。</color>
dialog_weaponmaster_chat_daggermasteryintro2_btn_0	学习双刃流（700职业点数）
dialog_weaponmaster_chat_daggermasteryintro2_txt	<color=yellow>乔瑞驼</color>：<color=yellow>匕首</color>是致命的近战武器。它的<color=#40b843>精通</color>专注于<color=yellow>迅速攻击与攻击单一目标</color>，尤其善于对付精英怪和头目。\n第二个技巧是<color=#0cffe6>双刃流</color>，一个被动技能。装备这个技能，会减少双持匕首时所受到的伤害和精度惩罚。
dialog_weaponmaster_chat_daggermasteryintro3_btn_0	学习致命弱点（800职业点数）
dialog_weaponmaster_chat_daggermasteryintro3_txt	<color=yellow>乔瑞驼</color>：<color=yellow>匕首</color>是致命的近战武器。它的<color=#40b843>精通</color>专注于<color=yellow>迅速攻击与攻击单一目标</color>，尤其善于对付精英怪和头目。\n第三个技巧是<color=#0cffe6>致命弱点</color>，一个被动技能。装备这个技能时，<color=yellow>暴击率与暴击伤害</color>会在连续攻击同一目标时逐次提升。
dialog_weaponmaster_chat_daggermasteryintro4_btn_0	我准备好了，教我<color=#0cffe6>神速连击</color>！
dialog_weaponmaster_chat_daggermasteryintro4_txt	<color=yellow>乔瑞驼</color>：我认为你已经熟练掌握了<color=yellow>匕首</color>之道。你准备好学习<color=#40b843>终极技巧</color>了吗？谨慎考虑，你只能学习<color=yellow>一个</color><color=#40b843>终极技巧</color>。\n<color=#0cffe6>神速连击</color>让你在中等范围内连续攻击敌人三次。攻击速度之快让敌人无法反应——此技能<color=#40b843>不会消耗回合数</color>。
dialog_weaponmaster_chat_daggermasteryintro_btn_0	学习闪电刺击（400职业点数）
dialog_weaponmaster_chat_daggermasteryintro_txt	<color=yellow>乔瑞驼</color>：<color=yellow>匕首</color>是致命的近战武器。它的<color=#40b843>精通</color>专注于<color=yellow>迅速攻击与攻击单一目标</color>，尤其善于对付精英怪和头目。\n第一个技巧是<color=#0cffe6>闪电刺击</color>。使用技能可以马上攻击敌人，不需要占用回合数。
dialog_weaponmaster_chat_destroyemblem_btn_1	#cr#销毁#ec#我装备的徽章，我要一个新的。
dialog_weaponmaster_chat_destroyemblem_txt	#cy#乔瑞驼：#ec#你确定你希望#cr#销毁#ec#你装备的<color=#40b843>职业徽章</color>？这样做的话你得重新通过试炼。
dialog_weaponmaster_chat_fist_mastery_ultimate1_txt	<color=yellow>乔瑞驼</color>：在你能够学习<color=#0cffe6>过肩摔</color>之前，你必须用<color=yellow>你的拳头</color>打败<color=yellow>^tag1^个精英怪</color>。它们也不能是<color=#79a2ab>无价值</color>的。\n到目前为止，你已经<color=yellow>用拳头</color>击败了<color=#40b843>^tag2^</color>个精英怪，你需要继续努力。
dialog_weaponmaster_chat_fist_mastery_ultimate_ready_btn_0	学习过肩摔（1000职业点数）
dialog_weaponmaster_chat_fist_mastery_ultimate_ready_txt	<color=yellow>乔瑞驼</color>：我看到你用<color=yellow>你的拳头</color>打败了<color=yellow>^tag2^个精英怪</color>。你现在能够学习它的<color=#40b843>终极技巧</color>了。\n你<color=yellow>确定</color>这是你想学习的<color=#40b843>终极技巧</color>吗？之后你将<color=red>无法再学习其它的终极技巧。</color>
dialog_weaponmaster_chat_fistmasteryintro2_btn_0	学习暗杀之拳（700职业点数）
dialog_weaponmaster_chat_fistmasteryintro2_txt	<color=yellow>乔瑞驼</color>：在没有其它工具时，真正的高手用<color=yellow>拳头</color>给予敌人致命攻击。<color=yellow>武道家</color>的<color=yellow>拳头</color>是最强大的武器之一。它的<color=#40b843>精通</color>专注于<color=yellow>致命伤害和灵活性</color>。\n第二个技巧是<color=#0cffe6>暗杀拳</color>，一个被动技能。装备这个技能时，你的暴击会显著增强，包括你其它能力所造成的暴击。
dialog_weaponmaster_chat_fistmasteryintro3_btn_0	学习战斗之魂（800职业点数）
dialog_weaponmaster_chat_fistmasteryintro3_txt	<color=yellow>乔瑞驼</color>：在没有其它工具时，真正的高手用<color=yellow>拳头</color>给予敌人致命攻击。<color=yellow>武道家</color>的<color=yellow>拳头</color>是最强大的武器之一。它的<color=#40b843>精通·</color>专注于<color=yellow>致命伤害和灵活性</color>。\n第三个技巧是<color=#0cffe6>斗神之魂</color>，一个被动技能。装备这个技能时，你的攻击与防御力会随着每次出拳逐次加强。
dialog_weaponmaster_chat_fistmasteryintro4_btn_0	我准备好了，教我<color=#0cffe6>过肩摔</color>！
dialog_weaponmaster_chat_fistmasteryintro4_txt	<color=yellow>乔瑞驼</color>：我认为你已经熟练掌握了<color=yellow>拳</color>之道。你准备好学习它的<color=#40b843>终极技巧</color>了吗？谨慎考虑，你只能学习<color=yellow>一个</color><color=#40b843>终极技巧</color>。\n<color=#0cffe6>过肩摔</color>能让你跳向附近一个敌人，抓住他后，跃向空中。然后通过将他们摔到地面上来造成大量的伤害。
dialog_weaponmaster_chat_fistmasteryintro_btn_0	学习飞踢（400职业点数）
dialog_weaponmaster_chat_fistmasteryintro_txt	<color=yellow>乔瑞驼</color>：在没有其它工具时，真正的高手用<color=yellow>拳头</color>给予敌人致命攻击。<color=yellow>武道家</color>的<color=yellow>拳头</color>是最强大的武器之一。它的<color=#40b843>精通·</color>专注于<color=yellow>致命伤害和灵活性</color>。\n第一个技巧是<color=#0cffe6>飞踢</color>。这个技能能让你直线跳跃，并攻击路线上的所有敌人。
dialog_weaponmaster_chat_inquire_txt	<color=yellow>乔瑞驼</color>：通过从你的战斗经验中汲取教训——也就是花费<color=#40b843>职业点数</color>，我可以教你每个武器独特的强大技巧。\n这些技能只能在你手持<color=yellow>特定武器</color>时使用，例如剑，斧，或是弓。\n有些是<color=#0cffe6>被动技能</color>，不需要被装备或激活。只要你手持正确的<color=yellow>主手</color>武器类型，它们的力量就会发挥出来。\n如果你有足够的<color=#40b843>职业点数</color>，可以学习<color=yellow>多种精通</color>——但你只能学习一个<color=#40b843>终极技巧</color>。
dialog_weaponmaster_chat_intro_txt	<color=yellow>乔瑞驼</color>：命运的缠线充满着危险。鹅毛笔或言语都无法拯救你。\n你只能信任斧头的刀刃，弓上的羽毛，以及你自己的战斗之魂。\n当你的<color=yellow>职业水平更高</color>时，回来找我，我会教你<color=#40b843>精通武器之道</color>。
dialog_weaponmaster_chat_jobtrial_info_btn_0	我要挑战一个职业试炼！
dialog_weaponmaster_chat_jobtrial_info_btn_1	关于武器精通……
dialog_weaponmaster_chat_jobtrial_info_txt	<color=yellow>乔瑞驼</color>：当你学会了一个职业的所有技能，你的旅程并没有到此结束。仍有<color=#40b843>很多力量</color>等待被解锁。\n通过参加三个<color=#40b843>职业试炼</color>和其它高难度的挑战，你能得到或升级一个<color=#40b843>职业徽章</color>，这个徽章可以赋予你许多强大的加成。
dialog_weaponmaster_chat_jobtrial_moreinfo_btn_0	我要面对试炼！
dialog_weaponmaster_chat_jobtrial_moreinfo_txt	<color=yellow>乔瑞驼</color>：<color=#40b843>职业试炼</color>期间，你不会获得任何XP，职业点数，金币，或物品。然而，你是有可能被<color=red>打败</color>，所以做好万全准备！\n你可以使用<color=#0cffe6>逃逸传送门</color>来<color=yellow>离开</color>试炼，但你无法再回去。你得<color=red>支付更多职业点数</color>重新来过。\n一旦试炼结束，你会拿回<color=yellow>你之前的治疗瓶，而且是装满的</color>。
dialog_weaponmaster_chat_mace_mastery_ultimate1_txt	<color=yellow>乔瑞驼</color>：在你能学习<color=#0cffe6>全垒打</color>之前，你必须主手装备<color=yellow>锤</color>类武器打败<color=yellow>^tag1^个精英怪</color>。它们也不能是<color=#79a2ab>无价值</color>的。\n目前为止你用<color=yellow>锤</color>类武器打败了<color=#40b843>^tag2^个</color>精英怪。你需要继续努力。
dialog_weaponmaster_chat_mace_mastery_ultimate_ready_btn_0	学习全垒打（1000职业点数）
dialog_weaponmaster_chat_mace_mastery_ultimate_ready_txt	<color=yellow>乔瑞驼</color>：我看到你已经用<color=yellow>锤</color>类武器打败了<color=yellow>^tag2^个精英怪</color>。你现在能学习<color=#40b843>终极技巧</color>了。\n你<color=yellow>确定</color>这是你要学习的<color=#40b843>终极技巧</color>吗？之后你将<color=red>无法再学习其它的终极技巧。</color>
dialog_weaponmaster_chat_macemasteryintro2_btn_0	学习残暴粉碎者（700职业点数）
dialog_weaponmaster_chat_macemasteryintro2_txt	<color=yellow>乔瑞驼</color>：<color=yellow>锤</color>能帮你击溃敌人并看着他们在你面前失去战斗力。它的<color=#40b843>精通</color>专注于<color=yellow>猛烈击打以及眩晕效果</color>，因此是一个强大的单人作战武器。\n第二个技巧是<color=#0cffe6>残暴粉碎者</color>，一个被动技能。装备这个技能时，对眩晕中敌人的伤害会大大提高。
dialog_weaponmaster_chat_macemasteryintro3_btn_0	学习破甲（800职业点数）
dialog_weaponmaster_chat_macemasteryintro3_txt	<color=yellow>乔瑞驼</color>：<color=yellow>锤</color>能帮你击溃敌人并看着他们在你面前失去战斗力。它的<color=#40b843>精通</color>专注于<color=yellow>狂野的挥舞以及眩晕效果</color>，因此是一个强大的单人作战武器。\n第三个技巧是<color=#0cffe6>破甲</color>，一个被动技能。装备这个技能，能让你更容易眩晕敌人，攻击伤害也会提高。
dialog_weaponmaster_chat_macemasteryintro4_btn_0	我准备好了，教我<color=#0cffe6>全垒打</color>！
dialog_weaponmaster_chat_macemasteryintro4_txt	<color=yellow>乔瑞驼</color>：我认为你已经熟练掌握了<color=yellow>锤</color>之道。你准备好学习它的<color=#40b843>终极技巧</color>了吗？谨慎考虑，你只能学习<color=yellow>一个</color><color=#40b843>终极技巧</color>。\n<color=#0cffe6>全垒打</color>能让你使用强大的近战攻击把敌人打飞一段很远的距离，击晕他们并造成大量伤害。他们在撞到其它东西时会受到<color=yellow>额外伤害</color>。
dialog_weaponmaster_chat_macemasteryintro_btn_0	学习狂怒（400职业点数）
dialog_weaponmaster_chat_macemasteryintro_txt	<color=yellow>乔瑞驼</color>：<color=yellow>锤</color>能帮你击溃敌人并看着他们在你面前失去战斗力。它的<color=#40b843>精通</color>专注于<color=yellow>猛烈击打以及眩晕效果</color>，因此是一个强大的单人作战武器。\n第一个技巧是<color=#0cffe6>狂怒</color>。使用此技能，可挥锤随机攻击附近一个敌人，造成大量伤害，并有可能眩晕敌人。
dialog_weaponmaster_chat_nothingleft_btn_0	要不要选择另外一条武器之道？
dialog_weaponmaster_chat_nothingleft_txt	<color=yellow>乔瑞驼</color>：对于这种武器，目前，我已经没有什么可以教你的了……
dialog_weaponmaster_chat_spear_mastery_ultimate1_txt	<color=yellow>乔瑞驼</color>：在你能学习<color=#0cffe6>女武神</color>之前，你必须主手装备<color=yellow>枪</color>类武器打败<color=yellow>^tag1^个精英怪</color>。它们也不能是<color=#79a2ab>无价值</color>的。\n目前为止，你已经用<color=yellow>枪</color>类武器击败了<color=#40b843>^tag2^</color>个精英怪。你需要继续努力。
dialog_weaponmaster_chat_spear_mastery_ultimate_ready_btn_0	学习女武神（1000职业点数）
dialog_weaponmaster_chat_spear_mastery_ultimate_ready_txt	<color=yellow>乔瑞驼</color>：我看到你已经用<color=yellow>枪</color>类武器打败了<color=yellow>^tag2^个精英怪</color>。你现在能学习它的<color=#40b843>终极技巧</color>了。\n你<color=yellow>确定</color>这是你想学的<color=#40b843>终极技巧</color>吗？之后你将<color=red>无法再学习其它的终极技巧。</color>
dialog_weaponmaster_chat_spearmasteryintro2_btn_0	学习龙牙（700职业点数）
dialog_weaponmaster_chat_spearmasteryintro2_txt	<color=yellow>乔瑞驼</color>：<color=yellow>枪</color>是一种强大又具有防守能力的武器，能够穿刺远距离的敌人。它的<color=#40b843>精通</color>专注于<color=yellow>中等距离攻击</color>。\n第二个技巧是<color=#0cffe6>龙牙</color>，一个被动技能。装备这个技能时，你可以在不受伤害削减的情况下攻击远距离的敌人。
dialog_weaponmaster_chat_spearmasteryintro3_btn_0	学习蝎尾（800职业点数）
dialog_weaponmaster_chat_spearmasteryintro3_txt	<color=yellow>乔瑞驼</color>：<color=yellow>枪</color>是一种强大又具有防守能力的武器，能够穿刺远距离的敌人。它的<color=#40b843>精通</color>专注于<color=yellow>中等距离攻击</color>。\n第三个技巧是<color=#0cffe6>蝎尾</color>，一个被动技能。装备这个技能时，你偶尔能突然戳刺你周围的敌人。
dialog_weaponmaster_chat_spearmasteryintro4_btn_0	我准备好了，教我<color=#0cffe6>女武神</color>！
dialog_weaponmaster_chat_spearmasteryintro4_txt	<color=yellow>乔瑞驼</color>：我认为你已经熟练掌握了<color=yellow>枪</color>之道。你准备好学习它的<color=#40b843>终极技巧</color>了吗？谨慎考虑，你只能学习<color=yellow>一个</color><color=#40b843>终极技巧</color>。\n<color=#0cffe6>女武神</color>能让你在巨大的锥形范围内造成大量伤害。附近敌人会被击退，更远一些的敌人则会被绊足在原地。
dialog_weaponmaster_chat_spearmasteryintro_btn_0	学习穿刺（400职业点数）
dialog_weaponmaster_chat_spearmasteryintro_txt	<color=yellow>乔瑞驼</color>：<color=yellow>枪</color>是一种强大又具有防守能力的武器，能够穿刺远距离的敌人。它的<color=#40b843>精通</color>专注于<color=yellow>中等距离攻击</color>。\n第一个技巧是<color=#0cffe6>穿刺</color>，使用这个技能攻击身边的一个敌人并将其移到别处。
dialog_weaponmaster_chat_staff_mastery_ultimate1_txt	<color=yellow>乔瑞驼</color>：在你能学习<color=#0cffe6>魔力炸弹</color>之前，你必须主手装备<color=yellow>杖</color>类武器打败<color=yellow>^tag1^个精英怪</color>。它们也不能是<color=#79a2ab>无价值</color>的。\n目前为止你用<color=yellow>杖</color>类武器击败了<color=#40b843>^tag2^</color>个精英怪。你需要继续努力。
dialog_weaponmaster_chat_staff_mastery_ultimate_ready_btn_0	学习魔力炸弹（1000职业点数）
dialog_weaponmaster_chat_staff_mastery_ultimate_ready_txt	<color=yellow>乔瑞驼</color>：我看到你已经用<color=yellow>杖</color>类武器打败了<color=yellow>^tag2^个精英怪</color>。你现在能够学习它的<color=#40b843>终极技巧</color>了。\n你<color=yellow>确定</color>这是你想学的<color=#40b843>终极技巧</color>吗？之后你将<color=red>无法再学习其它的终极技巧。</color>
dialog_weaponmaster_chat_staffmasteryintro2_btn_0	学习能量共鸣（700职业点数）
dialog_weaponmaster_chat_staffmasteryintro2_txt	<color=yellow>乔瑞驼</color>：<color=yellow>杖</color>是魔法师和施法者的工具，由精神和纪律赋予其力量，最适合在敌人靠近前将其击倒。它的<color=#40b843>精通</color>专注于<color=yellow>范围攻击</color>，让你在每次施法间有更多选择。\n第二个技巧是<color=#0cffe6>能量共鸣</color>，一个被动技能。装备这个技能时，你的精神力能够在你每次消耗能量值时获得提升。但你必须持续使用此杖，不然效果就会消失。
dialog_weaponmaster_chat_staffmasteryintro3_btn_0	学习原能吸收者（800职业点数）
dialog_weaponmaster_chat_staffmasteryintro3_txt	<color=yellow>乔瑞驼</color>：<color=yellow>杖</color>是魔法师和施法者的工具，由精神和纪律赋予其力量，最适合在敌人靠近前将其击倒。它的<color=#40b843>精通</color>专注于<color=yellow>范围攻击</color>，让你在每次施法间有更多选择。\n第三个技巧是<color=#0cffe6>原能吸收者</color>，一个被动技能。装备这个技能时，你有时能够吸收元素伤害并将其转变成能量值。
dialog_weaponmaster_chat_staffmasteryintro4_btn_0	我准备好了，教我<color=#0cffe6>魔力炸弹</color>！
dialog_weaponmaster_chat_staffmasteryintro4_txt	<color=yellow>乔瑞驼</color>：我认为你已经熟练掌握了<color=yellow>杖</color>之道。你准备好学习它的<color=#40b843>终极技巧</color>了吗？谨慎考虑，你只能学习<color=yellow>一个</color><color=#40b843>终极技巧</color>。\n<color=#0cffe6>魔力炸弹</color>能让你在一大片范围内创造出一个充满爆炸性陷阱的雷区。踩进陷阱的怪物会受到大量伤害，伤害值取决于你的精神力。
dialog_weaponmaster_chat_staffmasteryintro_btn_0	学习能量爆破（400职业点数）
dialog_weaponmaster_chat_staffmasteryintro_txt	<color=yellow>乔瑞驼</color>：<color=yellow>杖</color>是魔法师和施法者的工具，由精神和纪律赋予其力量，最适合在敌人靠近前将其击倒。它的<color=#40b843>精通</color>专注于<color=yellow>范围攻击</color>，让你在每次施法间有更多选择。\n第一个技巧是<color=#0cffe6>能量爆破</color>。这个技能能够攻击范围内的全体敌人，并在你的能量值较低时有更大的伤害。
dialog_weaponmaster_chat_sword_mastery_ultimate1_txt	<color=yellow>乔瑞驼</color>：在你学习<color=#0cffe6>翔天击</color>前，你必须主手装备<color=yellow>剑</color>类武器打败<color=yellow>^tag1^个精英怪</color>。它们也不能是<color=#79a2ab>无价值</color>的。\n目前为止你用<color=yellow>剑</color>类武器打败了<color=#40b843>^tag2^</color>个精英怪。你需要继续努力。
dialog_weaponmaster_chat_sword_mastery_ultimate_ready_btn_0	学习翔天击（1000职业点数）
dialog_weaponmaster_chat_sword_mastery_ultimate_ready_txt	<color=yellow>乔瑞驼</color>：我看到你已经用<color=yellow>剑</color>类武器打败了<color=yellow>^tag2^个精英怪</color>。你现在可以学习<color=#40b843>终极技巧</color>了。\n你<color=yellow>确定</color>这是你想学的<color=#40b843>终极技巧</color>吗？你之后将<color=red>无法再学其它的终极技巧</color>。
dialog_weaponmaster_chat_swordmasteryintro2_btn_0	学习致盲招架（700职业点数）
dialog_weaponmaster_chat_swordmasteryintro2_txt	<color=yellow>乔瑞驼</color>：<color=yellow>剑</color>是一种全面性的武器，攻守兼备。它的<color=#40b843>精通</color>专注于<color=yellow>攻击与招架</color>，使你游刃有余地切割你的敌人。\n第二个技巧是<color=#0cffe6>致盲招架</color>，一个被动技能。装备这个技能时，你将在招架敌人的攻击时<color=yellow>致盲</color>对方。
dialog_weaponmaster_chat_swordmasteryintro3_btn_0	学习致死反击（800职业点数）
dialog_weaponmaster_chat_swordmasteryintro3_txt	<color=yellow>乔瑞驼</color>：<color=yellow>剑</color>是一种全面性的武器，攻守兼备。它的<color=#40b843>精通</color>专注于<color=yellow>攻击与招架</color>，使你游刃有余地切割你的敌人。\n第三个技巧是<color=#0cffe6>致死反击</color>，一个被动技能。装备这个技能使你的反击伤害变为<color=#40b843>2倍</color>。
dialog_weaponmaster_chat_swordmasteryintro4_btn_0	我准备好了，教我<color=#0cffe6>翔天击</color>！
dialog_weaponmaster_chat_swordmasteryintro4_txt	<color=yellow>乔瑞驼</color>：我认为你已经熟练掌握了<color=yellow>剑</color>之道。你准备好学习它的<color=#40b843>终极技巧</color>了吗？谨慎考虑，你只能学习<color=yellow>一个</color><color=#40b843>终极技巧</color>。\n<color=#0cffe6>翔天击</color>能让你在战场上快速冲撞，并在短时间内招架能力提升至最高。冲撞路径附近所有敌人在下一回合都会受到严重的伤害。
dialog_weaponmaster_chat_swordmasteryintro_btn_0	学习十字斩（400职业点数）
dialog_weaponmaster_chat_swordmasteryintro_txt	<color=yellow>乔瑞驼</color>：<color=yellow>剑</color>是一种全面性的武器，攻守兼备。它的<color=#40b843>精通</color>专注于<color=yellow>攻击与招架</color>，使你游刃有余地切割你的敌人。\n第一个精通技巧是<color=#0cffe6>十字斩</color>。这个技能可攻击身边最多4个敌人，并在敌人的每次攻击中增加招架率。
dialog_weaponmaster_chat_tryjobtrial_btn_1	开始之前还有什么我需要知道的？
dialog_weaponmaster_chat_tryjobtrial_inprogress_txt	<color=yellow>乔瑞驼</color>：你的<color=#40b843>^$getstring:playerjob$^职业徽章</color>达到了<color=yellow>^$getstring:emblemtier$^阶</color>。你可以参加下一个试炼将它继续升级，但需要支付<color=#40b843>^$getstring:emblemjpcost$^</color>职业点数。开始前你的生命值会完全恢复。\n<color=#40b843>试炼</color>当中，你<color=red>不能</color>使用其它职业的任何技能。你必须先<color=yellow>卸下那些不属于<color=#40b843>^$getstring:playerjob$^</color>的被动技能</color>和精通。\n你会得到一个<color=yellow>治疗瓶</color>，此外你只能使用<color=yellow>少量</color>的消耗品。
dialog_weaponmaster_chat_tryjobtrial_maxed_txt	<color=yellow>乔瑞驼</color>：你已经了解了这个职业的<color=yellow>精髓</color>。你可以换一个职业来试试新职业的试炼，关于这个职业我已经没有什么可以教你了。
dialog_weaponmaster_chat_tryjobtrial_txt	<color=yellow>乔瑞驼</color>：想要获得<color=#40b843>^$getstring:playerjob$^职业徽章</color>，你必须试图完成第一个<color=yellow>职业试炼</color>。你需要为这个试炼支付<color=#40b843>^$getstring:emblemjpcost$^</color>点职业点数。试炼开始前你的生命值会被完全恢复。\n<color=#40b843>试炼</color>期间，你<color=red>不能</color>使用任何其它职业的技能。你必须先卸下不属于<color=#40b843>^$getstring:playerjob$^</color>的<color=yellow>被动技能</color>和精通。\n如果你携带者一只<color=yellow>驯养的宠物</color>，那个宠物必须放回围栏里。\n你会获得一个<color=yellow>治疗瓶</color>，此外你只能使用<color=yellow>少量的</color>消耗品。
dialog_weaponmaster_chat_ultimate_cannotlearn_btn_0	噢……
dialog_weaponmaster_chat_ultimate_cannotlearn_txt	<color=yellow>乔瑞驼</color>：我无法教你另一个<color=#40b843>终极技巧</color>。
dialog_wouldyourather_1_main_txt	昨天我问我的朋友桑多，如果让他选的话，他是想打<color=red>一只硕大无比的</color><color=#40b843>苔藓史莱姆</color>，还是去打<color=yellow>一大群小的史莱姆</color>。\n他坚持选择打<color=red>大的</color>，而我则觉得我有信心打败<color=yellow>一群小的</color>。\n于是，我们出发去证明谁是对的。一天下来，我们得到一个结论，就是我们两都选择不跟<color=#40b843>苔藓史莱姆</color>打架。\n我们现在非常需要洗澡。<color=#0cffe6>——道格·佩里</color>
difficulty_0	毫无威胁
difficulty_1	小菜一碟
difficulty_10	几乎不可能
difficulty_2	非常简单
difficulty_3	简单
difficulty_4	中等以下
difficulty_4_soft	较简单
difficulty_5	中等
difficulty_6	棘手
difficulty_7	困难
difficulty_8	非常困难
difficulty_9	难以完成
difficulty_mode_savage	野蛮世界
difficulty_mode_savage_desc_part1	#big#欢迎来到丛林#endbig#\n\n在#cr#野蛮世界#ec#中，你将面对纷乱深渊中最艰难的挑战，甚至超越令人生畏的#cy#新游戏+ #ec#模式！\n\n仔细阅读，否则你将必定失败......\n\n
difficulty_mode_savage_desc_part2	在#cr#野蛮世界#ec#中，怪物将会#cr#更加强大#ec#且#cy#更多#ec#，技能冷却时间会缩短，属性值更高，技能更致命，AI也更为聪明。像昏迷、麻痹和封印这样的非伤害性状态效果也会更快消失。\n\n#cg# 强化道具#ec#掉落的频率也会降低，并且治疗量会减少，而任何奖励的#cy#充能增益#ec#将减少。\n\n使用#cy#物品#ec#将消耗你的所有充能（除非该物品#cy#给予#ec#你充能），#cy#招架#ec#不再阻止所有伤害。\n\n最后，所有头目战都会有更多的敌人！\n\n
difficulty_mode_savage_desc_part3	然而，如果你能够勇敢面对这些挑战，那么除了自我成就和自豪感之外，更有丰厚#cg#奖励#ec#！\n\n整个地牢中的#cy#战利品质量#ec#进一步提高，甚至有更高的#co#传奇#ec#和#cg#套装道具#ec#掉落几率。你还会发现更多#cy#幻想宝珠#ec#。\n\n乔瑞驼将会教会你另一项#cy#武器绝技#ec#（如果你有获得它），最重要的是...... \n\n现在可以在梦境仪中进一步升级装备！\n\n
dirtbeak_gains_rp	<color=yellow>污喙公爵</color>获得<color=yellow>1000</color>声望点数！
dlcname_expansion1	莎拉传说
dlcname_expansion2	龙之晨曦
dmg_up_nomove	每次叠加增加^number1^伤害输出。移动时效果消失。
dmg_words_bite_1	咬
dmg_words_bite_10	轻咬
dmg_words_bite_2	嚼
dmg_words_bite_3	啮咬
dmg_words_bite_4	咀
dmg_words_bite_5	咬
dmg_words_bite_6	啃
dmg_words_bite_7	大嚼
dmg_words_bite_8	咬上
dmg_words_bite_9	咬牙
dmg_words_blunt_1	拳击
dmg_words_blunt_2	压碎
dmg_words_blunt_3	钝击
dmg_words_blunt_4	打碎
dmg_words_blunt_5	猛击
dmg_words_blunt_6	粉碎
dmg_words_blunt_7	捣碎
dmg_words_fire_1	烹煮
dmg_words_fire_2	烧焦
dmg_words_fire_3	烧伤
dmg_words_fire_4	烤脆
dmg_words_fire_5	烧焦
dmg_words_fire_6	烤
dmg_words_lightning_1	震击
dmg_words_lightning_2	电击
dmg_words_lightning_3	震颤
dmg_words_physical_1	敲打
dmg_words_physical_2	碾碎
dmg_words_physical_3	粉碎
dmg_words_physical_4	猛击
dmg_words_physical_5	切碎
dmg_words_physical_6	炖煮
dmg_words_physical_7	打伤
dmg_words_pierce_1	凿
dmg_words_pierce_2	刺击
dmg_words_pierce_3	捅
dmg_words_pierce_4	穿透
dmg_words_pierce_5	叉
dmg_words_pierce_6	刺
dmg_words_poison_1	腐蚀
dmg_words_poison_2	溶解
dmg_words_poison_3	毒伤
dmg_words_poison_4	中毒
dmg_words_shadow_1	黑暗
dmg_words_shadow_2	恐惧
dmg_words_shadow_3	搅扰
dmg_words_shadow_4	惊吓
dmg_words_slash_1	斩击
dmg_words_slash_2	切
dmg_words_slash_3	剁
dmg_words_slash_4	撕开
dmg_words_slash_5	斩
dmg_words_slash_6	砍
dmg_words_slash_7	割
dmg_words_water_1	溺水
dmg_words_water_2	冻结
dmg_words_water_3	受凉
dmg_words_water_4	湿润
douse_burns	水消除了^tag1^的烧伤。
dream_results_txt	<size=46>道具之梦结果</size>\n\n<sprite=6> ^$getactordata:dream_xp$^<sprite=5> ^$getactordata:dream_jp$^<sprite=7> ^$getactordata:dream_gold$^\n\n#cc#发现喷泉数#ec#： ^$getactordata:dream_numfountains$^\n#cg#收获道具数#ec#： ^$getactordata:dream_numitems$^\n#cy#捕获黄金青蛙数#ec#“： ^$getactordata:dream_gilfrogs$^\n\n^tag6^
dreamtext_berserk	#cr#敌友不辨！#ec#怪物会互相进攻！
dreamtext_bigmode	#cg#巨大模式！#ec#这里的怪物都是庞然巨物！
dreamtext_brawl	#cr#猎杀模式！#ec#贪婪的怪物会攻击任意目标来获取道具掉落！
dreamtext_costumeparty	#cy#化妆舞会！#ec#这里的怪物都假扮成了另外一种怪物的模样！
dreamtext_extrafood	#co#自助时间！#ec#尽管拿个够！
dreamtext_fountains	#cc#喷泉之层！#ec#地上流溢着治愈的泉水！
dreamtext_goldfrog_floor	#cy#黄金青蛙之层！#ec#到处都是黄金青蛙！
dreamtext_spinmode	#cr#让我们试着转一转……#ec#
effect_acidbustshotdamage_name	酸液爆发射击
effect_acidpoolgrounddmg_name	酸液池
effect_add_cutheal_75_btxt	受伤了！
effect_add_meltblockparry50_btxt	身体沉重！
effect_add_whirlwind_btxt	混乱中！
effect_addbarrierbuff_btxt	元素防御上升！
effect_adddefup35_btxt	防御力上升！
effect_adddustinthewind_btxt	招架率提升！
effect_addholdthemoondebuff_btxt	攻击力下降！
effect_addparalyze_lightning_btxt	瘫痪中！
effect_addparalyzeproc50_btxt	瘫痪！
effect_addseal5_btxt	被封印！
effect_addsmokeblindadj_btxt	被致盲！
effect_aetherslash_name	以太猛击
effect_alchemyfiredamage_name	炼金术之火
effect_alchemygas_name	炼金术之雾
effect_beetlechargedmg_name	甲壳虫冲锋
effect_berserkstun_btxt	被击晕！
effect_bigstick_impact_damage_btxt	抛瓦！
effect_bigstick_impact_damage_name	大棒打击
effect_blazinghandsadd_btxt	攻击力上升
effect_blight_poison_dmg_name	影凄惶
effect_boostmorale_mon_btxt	能力强化！
effect_brambledmg_name	荆棘丛生
effect_champbombblastdmg_name	炸弹爆炸
effect_counterbite_dmg_name	反击啃噬
effect_crush_health_btxt	被粉碎！
effect_defup75_name	改变战斗数据模式
effect_divinefury_name	神圣箭
