abil_skill_summonvoidcrystal_name	Conjure Void Crystal
exp_monmaker_coloredprefix2	Mottled
exp_monmaker_coloredprefix3	Speckled
exp_monmaker_coloredprefix4	Flaked
exp_monmaker_coloredprefix5	Dappled
exp_monmaker_coloredprefix6	Stippled
exp_monmaker_disruptorword1	Disruptor
exp_monmaker_disruptorword2	Breaker
exp_monmaker_disruptorword3	Hexer
exp_monmaker_disruptorword4	Vandal
exp_monmaker_frogconcatprefix1	Pond
exp_monmaker_frogconcatprefix2	Bog
exp_monmaker_frogconcatprefix3	Swamp
exp_monmaker_frogconcatprefix4	Lake
exp_monmaker_frogconcatprefix5	Muck
exp_monmaker_frogconcatprefix6	Slick
exp_monmaker_frogconcatprefix7	Slurp
exp_monmaker_frogconcatprefix8	Croak
exp_monmaker_frogconcatprefix9	Water
exp_monmaker_frogconcatsuffix1	skipper
exp_monmaker_frogconcatsuffix2	hopper
exp_monmaker_frogconcatsuffix3	tongue
exp_monmaker_frogconcatsuffix4	leg
exp_monmaker_frogconcatsuffix5	splasher
exp_monmaker_frogconcatsuffix6	wog
exp_monmaker_frogconcatsuffix7	pog
exp_monmaker_frogprefix1	True
exp_monmaker_frogprefix2	Pond
exp_monmaker_frogprefix3	Bog
exp_monmaker_frogprefix4	Swamp
exp_monmaker_frogprefix5	Common
exp_monmaker_frogprefix6	Saddleback
exp_monmaker_frogprefix7	Spadefoot
exp_monmaker_frogprefix8	Bigmouth
exp_monmaker_frogprefix9	Wetfoot
exp_monmaker_frogsuffix1	Toad
exp_monmaker_frogsuffix2	Frog
exp_monmaker_frogsuffix3	Croaker
exp_monmaker_frogsuffix4	Hopper
exp_monmaker_frogsuffix5	Polliwog
exp_monmaker_grasstreeword1	Vine
exp_monmaker_grasstreeword2	Moss
exp_monmaker_grasstreeword3	Tree
exp_monmaker_grasstreeword4	Brush
exp_monmaker_grasstreeword5	Bush
exp_monmaker_grasstreeword6	Plant
exp_monmaker_hybridprefix1	Sturdy
exp_monmaker_hybridprefix2	Hulking
exp_monmaker_hybridprefix3	Stout
exp_monmaker_hybridsuffix1	Construct
exp_monmaker_hybridsuffix2	Golem
exp_monmaker_hybridsuffix3	Totem
exp_monmaker_insectprefix1	Common
exp_monmaker_insectprefix2	Banded
exp_monmaker_insectprefix3	Nesting
exp_monmaker_insectprefix4	Potter
exp_monmaker_insectprefix5	Bald-Faced
exp_monmaker_insectsuffix1	Bug
exp_monmaker_insectsuffix2	Pest
exp_monmaker_insectsuffix3	Insect
exp_monmaker_insectsuffix4	Vermin
exp_monmaker_meleeword1	Brawler
exp_monmaker_meleeword2	Gladiator
exp_monmaker_meleeword3	Bruiser
exp_monmaker_meleeword4	Marauder
exp_monmaker_naturalgrowthprefix1	Organic
exp_monmaker_naturalgrowthprefix2	Thorny
exp_monmaker_naturalgrowthprefix3	Earthy
exp_monmaker_naturalgrowthprefix4	Basal
exp_monmaker_naturalgrowthprefix5	Living
exp_monmaker_naturalgrowthprefix6	Pulsing
exp_monmaker_naturalgrowthsuffix1	Growth
exp_monmaker_naturalgrowthsuffix2	Swell
exp_monmaker_naturalgrowthsuffix3	Shoot
exp_monmaker_naturalgrowthsuffix4	Sprout
exp_monmaker_naturalgrowthsuffix5	Creep
exp_monmaker_naturalgrowthsuffix6	Polyp
exp_monmaker_rangedword1	Sniper
exp_monmaker_rangedword2	Hunter
exp_monmaker_rangedword3	Sharpshooter
exp_monmaker_rangedword4	Predator
exp_monmaker_rangedword5	Ranger
exp_monmaker_robotconcatprefix1	Chrome
exp_monmaker_robotconcatprefix2	Fight
exp_monmaker_robotconcatprefix3	Scout
exp_monmaker_robotconcatprefix4	Sentry
exp_monmaker_robotconcatprefix5	Ward
exp_monmaker_robotconcatprefix6	Soldier
exp_monmaker_robotconcatprefix7	Battle
exp_monmaker_robotconcatsuffix1	bot
exp_monmaker_robotconcatsuffix2	con
exp_monmaker_robotconcatsuffix3	tron
exp_monmaker_robotprefix1	Sentry
exp_monmaker_robotprefix2	Protector
exp_monmaker_robotprefix3	Sentinel
exp_monmaker_robotprefix4	Curator
exp_monmaker_robotprefix5	Custodian
exp_monmaker_robotprefix6	Warden
exp_monmaker_robotsuffix1	Bot
exp_monmaker_robotsuffix2	Robot
exp_monmaker_robotsuffix3	Droid
exp_monmaker_robotsuffix4	Drone
exp_monmaker_robotsuffix5	Mech
exp_monmaker_slimeconcatprefix1	Honey
exp_monmaker_slimeconcatprefix2	Cave
exp_monmaker_slimeconcatprefix3	Moist
exp_monmaker_slimeconcatprefix4	Splish
exp_monmaker_slimeconcatprefix5	Bubble
exp_monmaker_slimeconcatprefix6	Drip
exp_monmaker_slimeconcatprefix7	Jelly
exp_monmaker_slimeconcatprefix8	Moldy
exp_monmaker_slimeconcatsuffix1	drop
exp_monmaker_slimeconcatsuffix2	mold
exp_monmaker_slimeconcatsuffix3	glob
exp_monmaker_slimeconcatsuffix4	pulp
exp_monmaker_slimeconcatsuffix5	gum
exp_monmaker_slimeprefix1	Dripping
exp_monmaker_slimeprefix10	Viscous
exp_monmaker_slimeprefix11	Cave
exp_monmaker_slimeprefix2	Seeping
exp_monmaker_slimeprefix3	Dribbling
exp_monmaker_slimeprefix4	Leaky
exp_monmaker_slimeprefix5	Sloppy
exp_monmaker_slimeprefix6	Moist
exp_monmaker_slimeprefix7	Sloshing
exp_monmaker_slimeprefix8	Gelatinous
exp_monmaker_slimeprefix9	Coagulated
exp_monmaker_slimesuffix1	Jelly
exp_monmaker_slimesuffix2	Slime
exp_monmaker_slimesuffix3	Mold
exp_monmaker_slimesuffix4	Ooze
exp_monmaker_snakesuffix1	Snake
exp_monmaker_snakesuffix2	Viper
exp_monmaker_snakesuffix3	Rattler
exp_monmaker_snakesuffix4	Cobra
exp_monmaker_snakesuffix5	Python
exp_monmaker_snakesuffix6	Mamba
exp_monmaker_snakesuffix7	Taipan
exp_monmaker_spiritconcatprefix1	Nilb
exp_monmaker_spiritconcatprefix2	Lesh
exp_monmaker_spiritconcatprefix3	Vanar
exp_monmaker_spiritconcatprefix4	Sol
exp_monmaker_spiritconcatprefix5	Quol
exp_monmaker_spiritconcatprefix6	Torg
exp_monmaker_spiritconcatprefix7	Man
exp_monmaker_spiritconcatprefix8	Mor
exp_monmaker_spiritconcatprefix9	Dram
exp_monmaker_spiritconcatsuffix1	en
exp_monmaker_spiritconcatsuffix2	ari
exp_monmaker_spiritconcatsuffix3	idin
exp_monmaker_spiritconcatsuffix4	eth
exp_monmaker_spiritconcatsuffix5	oth
exp_monmaker_spiritconcatsuffix6	ori
exp_monmaker_spiritconcatsuffix7	avin
exp_monmaker_spiritconcatsuffix8	avi
exp_monmaker_spiritprefix1	Vengeful
exp_monmaker_spiritprefix2	Forlorn
exp_monmaker_spiritprefix3	Spooky
exp_monmaker_spiritprefix4	Wandering
exp_monmaker_spiritprefix5	Lost
exp_monmaker_spiritprefix6	Roving
exp_monmaker_spiritprefix7	Secret
exp_monmaker_spiritsuffix1	Spirit
exp_monmaker_spiritsuffix10	Sylph
exp_monmaker_spiritsuffix11	Strider
exp_monmaker_spiritsuffix2	Elemental
exp_monmaker_spiritsuffix3	Soul
exp_monmaker_spiritsuffix4	Sprite
exp_monmaker_spiritsuffix5	Essence
exp_monmaker_spiritsuffix6	Ghost
exp_monmaker_spiritsuffix7	Wraith
exp_monmaker_spiritsuffix8	Apparition
exp_monmaker_spiritsuffix9	Wisp
exp_monmaker_statususerword1	Shaman
exp_monmaker_statususerword2	Oracle
exp_monmaker_statususerword3	Augur
exp_monmaker_strongfireprefix1	Inferno
exp_monmaker_strongfireprefix2	Blaze
exp_monmaker_strongfireprefix3	Nova
exp_monmaker_stronglightningprefix1	Shock
exp_monmaker_stronglightningprefix2	Thunder
exp_monmaker_stronglightningprefix3	Blitz
exp_monmaker_strongpoisonprefix1	Venom
exp_monmaker_strongpoisonprefix2	Acid
exp_monmaker_strongpoisonprefix3	Bane
exp_monmaker_strongshadowprefix1	Night
exp_monmaker_strongshadowprefix2	Terror
exp_monmaker_strongshadowprefix3	Shadow
exp_monmaker_strongshadowprefix4	Void
exp_monmaker_strongwaterprefix1	Deluge
exp_monmaker_strongwaterprefix2	Flood
exp_monmaker_strongwaterprefix3	Glacier
exp_monmaker_strongwaterprefix4	Polar
exp_monmaker_summonerword1	Summoner
exp_monmaker_summonerword2	Conjurer
exp_monmaker_summonerword3	Caller
exp_monmaker_supporterword1	Booster
exp_monmaker_supporterword2	Supporter
exp_monmaker_supporterword3	Physician
exp_monmaker_supporterword4	Enchanter
exp_monmaker_weakfireprefix1	Fire
exp_monmaker_weakfireprefix2	Flame
exp_monmaker_weakfireprefix3	Ember
exp_monmaker_weakfireprefix4	Heat
exp_monmaker_weaklightningprefix1	Spark
exp_monmaker_weaklightningprefix2	Lightning
exp_monmaker_weaklightningprefix3	Bolt
exp_monmaker_weakpoisonprefix1	Poison
exp_monmaker_weakpoisonprefix2	Blight
exp_monmaker_weakpoisonprefix3	Muck
exp_monmaker_weakpoisonprefix4	Sludge
exp_monmaker_weakshadowprefix1	Shade
exp_monmaker_weakshadowprefix2	Dark
exp_monmaker_weakshadowprefix3	Dusk
exp_monmaker_weakshadowprefix4	Gloom
exp_monmaker_weakwaterprefix1	Rain
exp_monmaker_weakwaterprefix2	Water
exp_monmaker_weakwaterprefix3	Cold
exp_monmaker_weakwaterprefix4	Chill
exp_monmaker_weakwaterprefix5	Frost
exp_monmaker_weakwaterprefix6	Ice
exp_monmod_firegod	Fire God
exp_monmod_lightninggod	Lightning God
exp_monmod_physicalgod	Sword God
exp_monmod_poisongod	Poison God
exp_monmod_shadowgod	Shadow God
exp_monmod_watergod	Water God
exp_mysterydungeon_bossname	~ Mystery King ~
exp_mysterydungeon_bossvictory	The #clr#Mystery King#ec# has been defeated! This journey will end when you use your #cc#Magic Portal#ec#.\n\n
exp_mysterydungeon_explanation	#big##clr#Wanderer's Journey#ec##endbig#\n\nIn this adventure, you must reach the #cy#highest floor#ec# and defeat the #clr#Mystery King#ec# there. Unlike an Item Dream, you #cr#may not#ec# return to town!\n\nYou will find only #cy#stairs up#ec# here; there is no #cr#backtracking#ec#. However, you will still find #cy#campfire floors#ec# every now and again.\n\nAll #cy#monsters#ec# here are #cy#completely unique#ec#, created using a mix of traits, skills, and appearances from other monsters. You should observe them carefully to learn their #cc#powers and behavior#ec#. Good luck!\n\n
exp_mysterydungeon_postvictory	#big##clr#Wanderer's Journey#ec# Completed!#endbig#\n\n
exp_mysterydungeon_tip0	The monsters in a #clr#Wanderer's Journey#ec# are brand new each time. Observe them carefully!
exp_mysterydungeon_tip1	You can find powerful and unique #clr#Relics#ec# in a #clr#Wanderer's Journey#ec#.
exp_mysterydungeon_tip2	You cannot return to town in a #clr#Wanderer's Journey#ec#, so don't be afraid to spend gold at merchants!
exp_mysterydungeon_tip3	#cy#Campfires#ec# appear every few floors in a #clr#Wanderer's Journey#ec#. Use them wisely...
exp_obj_blackhole_name	Black Hole
exp_overload_dmg_name	Overload
exp_parry_down	PARRY DOWN!
exp_popup_misc_sticky	TONGUE GLUED!
exp_randomshop1_name	Normando
exp_randomshop2_name	Fernando
exp_randomshop3_name	Orlando
exp_randomshop4_name	Hernando
exp_randomshop5_name	Tando
exp_randomshop6_name	Shirando
exp_rarity_relic	Relic
exp_shara_died	Tangledeep has countless stories, all told in countless ways. In today's telling, the #cc#Legend of #heroname##ec# ended here, her #cy#purpose#ec# unfulfilled. But is that the true ending?
exp_shara_dominate_description1	Strike at a monster with non-elemental energy, and may permanently ^tag1^ weakened creatures. You may control up to ^tag2^ creatures in this fashion.
exp_shara_dominate_description2	Strike at a monster with non-elemental energy, and may permanently ^tag1^ them in service to your greater Purpose. You may control up to ^tag2^ creatures in this fashion.
exp_shara_dominate_displayname1	Taming Blow
exp_shara_dominate_displayname2	Recruiting Reproach
exp_shara_dominate_displayname3	Commanding Strike
exp_shara_dominate_displayname4	Domination
exp_shara_dominate_extradesc1	Damage: ^number1^ of Spirit Power as Physical. Permanently ^tag1^ non-champion monsters below ^number2^ Health. Non-trivial charmed monsters restore your own Health. 
exp_shara_dominate_extradesc2	Damage: ^number1^ of Spirit Power as Physical. Permanently dominate non-champion monsters below ^number2^ Health. Dominated creatures slowly lose Health. When non-trivial dominated creatures are defeated, they restore ^number3^ of your max Health, Energy, and Stamina.
exp_shara_ko	#heroname# faced many tough enemies, and escaped dire situations. <color=#0cffe6>^tag1^</color> in <color=yellow>^tag2^</color> got the better of her this time, but she did not break. Nothing would stop her from fulfilling her #cy#purpose#ec#.
exp_shara_ko_result	#heroname# left behind <color=yellow>^tag1^</color>g during her escape, and spent <color=#40b843>^tag2^ JP</color> recovering.
exp_sharaending_text1	So many questions about this woman and her blazing spirit,
exp_sharaending_text2	But only one matters:
exp_sharaending_text3	Is she friend or foe?
exp_sharaending_text4	I won't let anyone stop me from my calling, but...
exp_sharaending_text5	Maybe we can rebuild this world together...
exp_sharafinalboss_phase2begin_1	#cy#REINFORCEMENTS REQUESTED.#ec# CURRENT ARMAMENTS ARE UNABLE TO WITHSTAND ASSAULT FROM #cc##HERONAME#_AVATAR.#ec#\n\nENTERING EMERGENCY REGENERATIVE STASIS FOR #cc#^tag1^ TIME UNITS#ec#.\n\n
exp_sharafinalboss_phase2begin_2	Ha! Do I detect a hint of #cr#fear#ec#, machine?\n\nI've honed my powers for this very moment. Without your presence, I will #cc#dominate#ec# your new allies and turn them against you!\n\n
exp_sharafinalboss_phase2end_1	REGENERATION CYCLE COMPLETE. OPERATING STATUS: #cg#FULLY RESTORED#ec#.\n\n
exp_sharaforest_levelname	Forest of Dreams
exp_sharamode_tips0	If you have full #cr#Health#ec#, #cc#Magic Fountains#ec# will replenish your #cc#Energy Shield#ec# and reset its cooldown instead.
exp_sharamode_tips1	Shara's level increases through #cy#spending JP#ec#. This raises her weapon damage and Spirit Power.
exp_sharamode_tips2	Shara gains #cr#Health#ec# each time she upgrades a #cy#core stat#ec# with JP.
exp_sharamode_tips3	Learn new abilities by opening #cy#Pandora's Boxes#ec# and resting at #cy#campfires#ec#.
exp_sharamode_tips4	Your ability choices are randomized every time, so #cy#consider each choice carefully#ec#.
exp_sharamode_tips5	There are many #cg#Side Areas#ec# to discover, and you don't need #cg#rumors#ec# to find them.
exp_sharamode_tips6	Shara can use abilities from the #cy#Skill Sheet#ec# and arrange #cy#hotbars#ec# freely, even in dangerous areas.
exp_sharamode_tips7	Each #cy#campfire#ec# you find will also have a merchant nearby.
exp_sharamode_tips8	#cy#Pandora's Boxes#ec# always contain a powerful piece of gear in #cc#Shara's Story#ec#!
exp_sharapower_learned_txt	#cc#Shara#ec# can use abilities more freely than #cy#Mirai#ec#! You can use abilities from the #cy#Skill Sheet#ec# without assigning them to hotbars.\n\nYou can also move abilities #cy#on and off#ec# hotbars, even in a dangerous area. The same goes for equipping and unequipping #cg#Support Abilities#ec#.\n\n
exp_skill_axeiaijutsu_name	Axestorm
exp_skill_banish_description	Instantly destroy any non-champion summoned creature or hazard.
exp_skill_banish_displayname	Banish
exp_skill_boostdiscipline_desc	Increases maximum Discipline by ^number1^.
exp_skill_boostdiscipline_name	Increase Discipline
exp_skill_boostguile_desc	Increases maximum Guile by ^number1^.
exp_skill_boostguile_name	Increase Guile
exp_skill_boosthealth_desc	Increases maximum Health by ^number1^.
exp_skill_boosthealth_name	Increase Health
exp_skill_boostspirit_desc	Increases maximum Spirit by ^number1^.
exp_skill_boostspirit_name	Increase Spirit
exp_skill_booststrength_desc	Increases maximum Strength by ^number1^.
exp_skill_booststrength_name	Increase Strength
exp_skill_boostswiftness_desc	Increases maximum Swiftness by ^number1^.
exp_skill_boostswiftness_name	Increase Swiftness
exp_skill_chakrashift_desc	Absorb your own temporary status buffs, removing them but gaining ^number1^ damage for ^number2^ turns per buff removed.
exp_skill_chakrashift_name	Chakra Shift
exp_skill_charisma_desc	^number1^ chance to ^$sharamode:dominateverb$^ non-champion Bandit-type monsters when they attack you.
exp_skill_charisma_name	Charisma
exp_skill_cleanup_desc	Instantly remove a temporary hazard tile such as an ice block, fire, or acid pool.
exp_skill_cleanup_name	Polish and Shine
exp_skill_collectivestrength_desc	Basic attacks deal ^number1^ damage per Dominated monster under your control (max: ^number2^)
exp_skill_collectivestrength_name	Collective Strength
exp_skill_combatbiography_desc	Writes of your adventures in a mystical Biography, expending all Brushstrokes and summoning the book nearby. Picking up the book returns all used Brushstrokes plus ^number1^, then empowers Calligrapher skills briefly.
exp_skill_combatbiography_extradesc	Only one Biography may exist at once. Summon lasts ^number2^ turns. Calligrapher skills gain ^number3^ damage for ^number4^ turns on pickup.
exp_skill_combatbiography_name	Combat Biography
exp_skill_combatbiography_shortdesc	Summon a mystical book containing all Brushstrokes to a random nearby tile.
exp_skill_commandingpresence_description	(Passive) Gain a ^number1^ chance to ^$sharamode:dominateverb$^ monsters with your basic attacks for each monster you already control.
exp_skill_commandingpresence_extradesc	Max chance to ^$sharamode:dominateverb$^ with attacks is ^number2^.
exp_skill_commandingpresence_name	Commanding Presence
exp_skill_createrandomrock_name	Create Rubble
exp_skill_dangermagnet_desc	You've developed a knack for trouble, increasing the rate of wandering monsters by ^number1^.
exp_skill_dangermagnet_name	Danger Magnet
exp_skill_dominate_description	^$sharamode:dominatedesc$^
exp_skill_dominate_displayname	^$sharamode:dominatename$^
exp_skill_dominate_extradesc	^$sharamode:dominateedesc$^
exp_skill_elemabsorb_name	Elemental Barrier
exp_skill_eshieldpower_desc	(Passive) Drawing upon the power released when an Energy Shield shatters, gain ^number1^ damage until you can re-cast a new Energy Shield.
exp_skill_eshieldpower_name	Vengeance
exp_skill_essencestorm_desc	Create ^number1^ orbs of powerful energy from your life force, firing an orb each turn if a monster is nearby.
exp_skill_essencestorm_extradesc	Damage: ^number2^ of Spirit Power as Physical per bolt. Strikes at enemies up to ^number3^ tiles away.
exp_skill_essencestorm_name	Essence Storm
exp_skill_expmon_overdrive_name	Overdrive
exp_skill_expmon_photonbreath_name	Photon Breath
exp_skill_expmon_randomphoton_name	Photon Storm
exp_skill_expmon_shielding_name	Energy Shield
exp_skill_expmon_summoncannondrones_name	Summon Drones
exp_skill_flowshield_description	Create a shield from your life essence that absorbs all damage. Shield health is ^number1^ of your max Health.
exp_skill_flowshield_displayname	Essence Shield
exp_skill_flowshield_extradesc	Cooldown does not decrease until the shield is destroyed.
exp_skill_forbiddance_desc	Expend all Brushstrokes to write powerful magical runes in the tiles in front of you. These runes Seal and Root enemies who step on them.
exp_skill_forbiddance_extradesc	One rune is created per Brushstroke used, and lasts ^number1^ turns. Seal and Root effect lasts for ^number2^ turns.
exp_skill_forbiddance_name	Forbiddance
exp_skill_glide_desc	Gracefully leap a short distance ^number1^ tiles away.
exp_skill_glide_extradesc	Ability only goes on cooldown every other time it is used.
exp_skill_glide_name	Glide
exp_skill_improveddominate_description	(Passive) ^$sharamode:dominatename$^ can now charm monsters at ^number1^ Health and lower.
exp_skill_improveddominate_name	Improved Influence
exp_skill_inkcollector_desc	Store a Brushstroke each time you defeat a Trivial (or greater) monster, dodge its attack, or land a critical hit.
exp_skill_inkcollector_name	Ink Collector
exp_skill_inkstorm_desc	Expend all Brushstrokes to furiously attack nearby enemies at random.
exp_skill_inkstorm_extradesc	Damage: ^number1^ of Weapon Power. Adds an additional strike for each Brushstroke you have. Repeated strikes on the same target deal ^number2^ damage. Does not generate Brushstrokes.
exp_skill_inkstorm_name	Inkstorm
exp_skill_lightningflash_desc	Dash to the target square in the blink of an eye, electrifying all adjacent tiles upon landing.
exp_skill_lightningflash_extradesc	Electrified tiles will Paralyze monsters for ^number1^ turns when stepped on.
exp_skill_lightningflash_name	Lightning Dash
exp_skill_lightningscroll_desc	Sends lightning coursing through a straight line, dealing damage and creating electric sparks that linger afterward.
exp_skill_lightningscroll_extradesc	Damage: ^number1^ of Weapon Power, ^number2^ of Spirit Power as Lightning. Sparks grant a stacking ^number3^ chance to crit, consumed on your next attack.
exp_skill_lightningscroll_name	Lightning Scroll
exp_skill_menagerie_desc	Your pets and summoned creatures gain ^number1^ damage for each pet or summoned creature you control.
exp_skill_menagerie_name	Menagerie
exp_skill_monstertoss_desc	Pick up a nearby monster and throw it at another monster!
exp_skill_monstertoss_extradesc	Damage to both monsters: ^number1^ of thrown monster's current Health.
exp_skill_monstertoss_name	Monster Toss
exp_skill_museofmelee_desc	Your basic melee attacks have a ^number1^ chance to inflict ^number2^ resistance to Water, Lightning, or Shadow for ^number3^ turns. While dual wielding, each attack may trigger this effect.
exp_skill_museofmelee_name	Muse of Melee
exp_skill_necessarysacrifice_desc	When a charmed creature is defeated, you recover ^number1^ of max Stamina and Energy.
exp_skill_necessarysacrifice_name	Replenish
exp_skill_phasechange_desc	Swap places with any monster, confusing them in the process!
exp_skill_phasechange_extradesc	Confusion lasts ^number1^ turns.
exp_skill_phasechange_name	Juxtapose
exp_skill_phasmashield_description	Summons a ring of deadly Phasma energy surrounding each tile around you. Monsters take damage if they touch it.
exp_skill_phasmashield_extradesc	Damage per turn: ^number1^ of Spirit Power and ^number2^ of Weapon Power as Fire.
exp_skill_phasmashield_name	Phasma Ring
exp_skill_precisefinish_desc	Flashy attack that carries less power, but yields more rewards if it defeats an enemy.
exp_skill_precisefinish_extradesc	Damage: ^number1^ of Weapon Power. Monsters yield ^number2^ greater rewards if defeated by this attack.
exp_skill_precisefinish_name	Precision Finish
exp_skill_relichunter_desc	Priceless artifacts infuse you with timeless might! Gain ^number1^ damage and resistances for each Legendary, Relic, or Gear Set item you have equipped.
exp_skill_relichunter_name	Relic Hunter
exp_skill_retort_desc	Prepare yourself to dodge the next physical attack with ease, countering by Sealing the attacker.
exp_skill_retort_extradesc	Dodge bonus lasts ^number1^ turns, or until next attacked. Attacker is Sealed for ^number2^ turns.
exp_skill_retort_name	Retort
exp_skill_rockcircle_name	Entomb
exp_skill_scholar_desc	Your pursuit of learning never ends, granting you ^number1^ JP earned.
exp_skill_scholar_name	Scholar
exp_skill_shadowscroll_desc	Blasts an area with a harrowing shadow burst, dealing damage and creating shadow orbs that linger afterward.
exp_skill_shadowscroll_extradesc	Damage: ^number1^ of Weapon Power, ^number2^ of Spirit Power as Shadow. Adds a stacking Shadow vulnerability to affected enemies. Shadow orbs grant a stacking ^number3^ bonus to basic melee attacks for a brief time.
exp_skill_shadowscroll_name	Shadow Scroll
exp_skill_shockwave_description	Summons an expanding wave of lightning that strikes enemies in a growing circle.
exp_skill_shockwave_extradesc	Damage: ^number1^ of Spirit Power as Lightning.
exp_skill_shockwave_name	Shockwave
exp_skill_sludgespread_name	Sludge Spread 
exp_skill_subtletap_desc	Melee attack that doesn't carry quite enough force to defeat an enemy.
exp_skill_subtletap_extradesc	Damage: ^number1^ of Weapon Power. This attack cannot reduce monsters below 1 Health.
exp_skill_subtletap_name	Subtle Bonk
exp_skill_summontoxicslime_name	Summon Toxic Slime
exp_skill_treasuretracker_desc	Drawing upon a keen sense of hidden treasure and riches, ^number1^ of all Powerups will instead spawn as a pile of gold.
exp_skill_treasuretracker_name	Treasure Tracker
exp_skill_truehover_description	(Passive) Your mastery of levitation reduces ground-based damage by ^number1^.
exp_skill_truehover_name	True Hover
exp_skill_vanishingdodge_desc	When your health drops to ^number1^ or lower, you are shrouded with invisible ink increasing your dodge chance by ^number2^.
exp_skill_vanishingdodge_name	Vanishing Ink
exp_skill_venomancerpoison_name	Poisoned Weapon
exp_skill_voidbolt_description	Fire a concentrated blast of Void energy at an enemy, damaging them and sapping their life force each turn.
exp_skill_voidbolt_displayname	Void Bolt
exp_skill_voidbolt_extradesc	Damage: ^number1^ of Weapon Power as Physical. Deals up to ^number2^ more damage based on missing Health. Damaged enemies lose ^number3^ of current Health per turn for ^number4^ turns.
exp_skill_voidshield_description	Create a negative energy shield from your life essence that absorbs all damage. Shield health is ^number1^ of your max Health. Chance to fire a Void Bolt at random while shield is active.
exp_skill_voidshield_displayname	Void Shield
exp_skill_voidshield_extradesc	Cancels active Essence Shield when used; Essence Shield cancels active Void Shield when used. ^number2^ chance to fire a Void Bolt at a nearby enemy per turn.
exp_skill_waterscroll_desc	Drenches an area with rushing water, dealing damage and creating water vapor that lingers afterward.
exp_skill_waterscroll_extradesc	Damage: ^number1^ of Weapon Power, ^number2^ of Spirit Power as Water. Obscuring Mist suppresses fire damage and increases your dodge chance by ^number3^.
exp_skill_waterscroll_name	Water Scroll
exp_status_attackdown_name	Damage Hexed
exp_status_brushstroke_desc	Storing power to unleash with ink-based attacks.
exp_status_brushstroke_name	Brushstroke
exp_status_combatbiography_boost_name	Biography Boost
exp_status_dmgup_25_desc	Damage output increased by ^number1^
exp_status_essencestorm_desc	Storing energy orbs that will fire at a nearby monster each turn. #cy#Orbs remaining:#ec# #cg#^$getactordata:essencestorm_ammo$^#ec# 
exp_status_extracrit_desc	^number1^ chance to crit. Consumed on next attack or ability use.
exp_status_flowshield_desc	Energy shield absorbing all damage. #cy#Shield health remaining:#ec# #cg#^$getactordata:flowshield_dmgleft$^#ec#
exp_status_parrydown_name	Parry Hexed
exp_status_robo_overdriveattack_name	Overdriven Attack
exp_status_shadoworb_desc	^number1^ basic attack damage with melee weapons
exp_superhardarea_name	Realm of the Gods
exp_superhardarea_name_1	Realm of the Gods 1F
exp_superhardarea_name_2	Realm of the Gods 2F
exp_superhardarea_name_3	Realm of the Gods 3F
exp_superhardarea_name_4	Realm of the Gods 4F
exp_superhardarea_name_5	Realm of the Gods 5F
exp_verb_charm	charm
exp_verb_command	command
exp_verb_dominate	dominate
exp_verb_recruit	recruit
exp_wanderer_askgods	#cy#??? WANDERER#ec#: Find the place where you #cc#defeated Shara#ec#, and you will find the entrance to the #co#Realm of the Gods#ec# waiting for you.\n
exp_wanderer_dungeon10_desc	#big#Mountain's Revenge#endbig#\n\n#cy#Floors#ec#: 20\n#cy#Difficulty#ec#: #cr#^$gettext:difficulty_7$^#ec#\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keeprelics$^\n\n^$gettext:md_monsters_respawn$^\n\n
exp_wanderer_dungeon10_name	Mountain's Revenge
exp_wanderer_dungeon1_desc	#big#Tropical Trove#endbig#\n\n#cy#Floors#ec#: 15\n#cy#Difficulty#ec#: ^$gettext:difficulty_5$^\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_items_relics$^\n\n^$gettext:md_monsters_respawn$^\n^$gettext:md_jp_only_campfires$^\n^$gettext:md_more_consumables$^\n\n
exp_wanderer_dungeon1_name	Tropical Trove
exp_wanderer_dungeon2_desc	#big#Temple of Elements#endbig#\n\n#cy#Floors#ec#: 30\n#cy#Difficulty#ec#: #cr#^$gettext:difficulty_8$^#ec#!\n#cy#Start Condition#ec#: Bring skills and equipped gear\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_items_relics$^\n\n^$gettext:md_monsters_respawn$^\n\n
exp_wanderer_dungeon2_name	Temple of Elements
exp_wanderer_dungeon3_desc	#big#Goldfrog's Grand Grotto#endbig#\n\n#cy#Floors#ec#: 15\n#cy#Difficulty#ec#: ^$gettext:difficulty_5$^\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_relics$^\n\n^$gettext:md_monsters_respawn$^\n^$gettext:md_nodrops$^\n^$gettext:md_shopkeepers$^\n\n
exp_wanderer_dungeon3_name	Goldfrog's Grand Grotto
