abil_skill_summonvoidcrystal_name	召唤虚空水晶
exp_monmaker_beastconcatsuffix2	牛
exp_monmaker_beastconcatsuffix3	熊
exp_monmaker_beastconcatsuffix4	爪
exp_monmaker_beastconcatsuffix5	咬
exp_monmaker_beastconcatsuffix6	嘴
exp_monmaker_beastconcatsuffix7	鳞
exp_monmaker_beastconcatsuffix8	巨掌
exp_monmaker_beastprefix1	邋遢
exp_monmaker_beastprefix10	丛林
exp_monmaker_beastprefix11	吃草
exp_monmaker_beastprefix2	咆哮
exp_monmaker_beastprefix3	高贵
exp_monmaker_beastprefix4	肮脏
exp_monmaker_beastprefix5	饥饿
exp_monmaker_beastprefix6	常见
exp_monmaker_beastprefix7	凶猛
exp_monmaker_beastprefix8	云
exp_monmaker_beastprefix9	稳当
exp_monmaker_beastsuffix1	猛兽
exp_monmaker_beastsuffix2	畜牲
exp_monmaker_beastsuffix3	恶兽
exp_monmaker_beastsuffix4	害兽
exp_monmaker_beastsuffix5	野兽
exp_monmaker_beastsuffix6	饕餮
exp_monmaker_coloredprefix1	斑点
exp_monmaker_coloredprefix2	杂色
exp_monmaker_coloredprefix3	斑纹
exp_monmaker_coloredprefix4	雪花
exp_monmaker_coloredprefix5	花斑
exp_monmaker_coloredprefix6	圆点
exp_monmaker_disruptorword1	干扰者
exp_monmaker_disruptorword2	分裂者
exp_monmaker_disruptorword3	咒术师
exp_monmaker_disruptorword4	暴徒
exp_monmaker_frogconcatprefix1	池塘
exp_monmaker_frogconcatprefix2	沼泽
exp_monmaker_frogconcatprefix3	湿地
exp_monmaker_frogconcatprefix4	湖泊
exp_monmaker_frogconcatprefix5	淤泥
exp_monmaker_frogconcatprefix6	光滑
exp_monmaker_frogconcatprefix7	啜食
exp_monmaker_frogconcatprefix8	呱呱
exp_monmaker_frogconcatprefix9	水塘
exp_monmaker_frogconcatsuffix1	跳跃
exp_monmaker_frogconcatsuffix2	弹跳
exp_monmaker_frogconcatsuffix3	舌
exp_monmaker_frogconcatsuffix4	腿
exp_monmaker_frogconcatsuffix5	飞溅
exp_monmaker_frogconcatsuffix6	蛙
exp_monmaker_frogconcatsuffix7	蹼
exp_monmaker_frogprefix1	真实
exp_monmaker_frogprefix2	池塘
exp_monmaker_frogprefix3	沼泽
exp_monmaker_frogprefix4	湿地
exp_monmaker_frogprefix5	常见
exp_monmaker_frogprefix6	鞍背
exp_monmaker_frogprefix7	锄足
exp_monmaker_frogprefix8	大嘴
exp_monmaker_frogprefix9	湿足
exp_monmaker_frogsuffix1	蟾蜍
exp_monmaker_frogsuffix2	青蛙
exp_monmaker_frogsuffix3	呱呱蛙
exp_monmaker_frogsuffix4	跳跳蛙
exp_monmaker_frogsuffix5	蝌蚪
exp_monmaker_grasstreeword1	藤蔓
exp_monmaker_grasstreeword2	苔藓
exp_monmaker_grasstreeword3	树
exp_monmaker_grasstreeword4	灌木
exp_monmaker_grasstreeword5	树丛
exp_monmaker_grasstreeword6	植物
exp_monmaker_hybridprefix1	坚固
exp_monmaker_hybridprefix2	笨重
exp_monmaker_hybridprefix3	结实
exp_monmaker_hybridsuffix1	傀儡
exp_monmaker_hybridsuffix2	土偶
exp_monmaker_hybridsuffix3	图腾
exp_monmaker_insectprefix1	常见
exp_monmaker_insectprefix2	条纹
exp_monmaker_insectprefix3	筑巢
exp_monmaker_insectprefix4	陶艺
exp_monmaker_insectprefix5	秃头
exp_monmaker_insectsuffix1	臭虫
exp_monmaker_insectsuffix2	害虫
exp_monmaker_insectsuffix3	昆虫
exp_monmaker_insectsuffix4	寄生虫
exp_monmaker_meleeword1	格斗家
exp_monmaker_meleeword2	角斗士
exp_monmaker_meleeword3	拳师
exp_monmaker_meleeword4	掠夺者
exp_monmaker_naturalgrowthprefix1	有机
exp_monmaker_naturalgrowthprefix2	荆棘
exp_monmaker_naturalgrowthprefix3	自然
exp_monmaker_naturalgrowthprefix4	根
exp_monmaker_naturalgrowthprefix5	生机勃勃
exp_monmaker_naturalgrowthprefix6	勃发
exp_monmaker_naturalgrowthsuffix1	生长物
exp_monmaker_naturalgrowthsuffix2	隆起
exp_monmaker_naturalgrowthsuffix3	嫩枝
exp_monmaker_naturalgrowthsuffix4	萌芽
exp_monmaker_naturalgrowthsuffix5	爬藤
exp_monmaker_naturalgrowthsuffix6	赘生
exp_monmaker_rangedword1	狙击手
exp_monmaker_rangedword2	猎人
exp_monmaker_rangedword3	神枪手
exp_monmaker_rangedword4	掠食者
exp_monmaker_rangedword5	游侠
exp_monmaker_robotconcatprefix1	铬合金
exp_monmaker_robotconcatprefix2	打斗
exp_monmaker_robotconcatprefix3	侦察
exp_monmaker_robotconcatprefix4	哨兵
exp_monmaker_robotconcatprefix5	保卫
exp_monmaker_robotconcatprefix6	士兵
exp_monmaker_robotconcatprefix7	战斗
exp_monmaker_robotconcatsuffix1	机器人
exp_monmaker_robotconcatsuffix2	器
exp_monmaker_robotconcatsuffix3	仪
exp_monmaker_robotprefix1	哨兵
exp_monmaker_robotprefix2	守护者
exp_monmaker_robotprefix3	卫兵
exp_monmaker_robotprefix4	监护人
exp_monmaker_robotprefix5	管理人
exp_monmaker_robotprefix6	守卫
exp_monmaker_robotsuffix1	机器人
exp_monmaker_robotsuffix2	机器人
exp_monmaker_robotsuffix3	人形机器人
exp_monmaker_robotsuffix4	无人机
exp_monmaker_robotsuffix5	机甲
exp_monmaker_slimeconcatprefix1	蜜糖
exp_monmaker_slimeconcatprefix2	洞穴
exp_monmaker_slimeconcatprefix3	湿润
exp_monmaker_slimeconcatprefix4	飞溅
exp_monmaker_slimeconcatprefix5	泡泡
exp_monmaker_slimeconcatprefix6	水滴
exp_monmaker_slimeconcatprefix7	果冻怪
exp_monmaker_slimeconcatprefix8	霉变
exp_monmaker_slimeconcatsuffix1	滴落
exp_monmaker_slimeconcatsuffix2	发霉
exp_monmaker_slimeconcatsuffix3	嗝噜
exp_monmaker_slimeconcatsuffix4	噗噜
exp_monmaker_slimeconcatsuffix5	粘胶
exp_monmaker_slimeprefix1	滴水
exp_monmaker_slimeprefix10	粘质
exp_monmaker_slimeprefix11	洞穴
exp_monmaker_slimeprefix2	渗漏
exp_monmaker_slimeprefix3	滴沥
exp_monmaker_slimeprefix4	穿洞
exp_monmaker_slimeprefix5	邋遢
exp_monmaker_slimeprefix6	湿润
exp_monmaker_slimeprefix7	泼溅
exp_monmaker_slimeprefix8	胶状
exp_monmaker_slimeprefix9	凝固
exp_monmaker_slimesuffix1	果冻怪
exp_monmaker_slimesuffix2	史莱姆
exp_monmaker_slimesuffix3	霉菌
exp_monmaker_slimesuffix4	凝胶
exp_monmaker_snakesuffix1	长蛇
exp_monmaker_snakesuffix2	毒蛇
exp_monmaker_snakesuffix3	响尾蛇
exp_monmaker_snakesuffix4	眼镜蛇
exp_monmaker_snakesuffix5	蟒蛇
exp_monmaker_snakesuffix6	树眼镜蛇
exp_monmaker_snakesuffix7	太攀蛇
exp_monmaker_spiritconcatprefix1	尼尔布
exp_monmaker_spiritconcatprefix2	莱什
exp_monmaker_spiritconcatprefix3	瓦尔纳
exp_monmaker_spiritconcatprefix4	索尔
exp_monmaker_spiritconcatprefix5	克奥
exp_monmaker_spiritconcatprefix6	托格
exp_monmaker_spiritconcatprefix7	曼
exp_monmaker_spiritconcatprefix8	莫尔
exp_monmaker_spiritconcatprefix9	德拉姆
exp_monmaker_spiritconcatsuffix1	恩
exp_monmaker_spiritconcatsuffix2	阿里
exp_monmaker_spiritconcatsuffix3	伊丁
exp_monmaker_spiritconcatsuffix4	埃斯
exp_monmaker_spiritconcatsuffix5	奥斯
exp_monmaker_spiritconcatsuffix6	奥里
exp_monmaker_spiritconcatsuffix7	阿温
exp_monmaker_spiritconcatsuffix8	阿维
exp_monmaker_spiritprefix1	复仇
exp_monmaker_spiritprefix2	孤寂
exp_monmaker_spiritprefix3	可怕
exp_monmaker_spiritprefix4	徘徊
exp_monmaker_spiritprefix5	迷失
exp_monmaker_spiritprefix6	流浪
exp_monmaker_spiritprefix7	秘密
exp_monmaker_spiritsuffix1	灵体
exp_monmaker_spiritsuffix10	风精
exp_monmaker_spiritsuffix11	游灵
exp_monmaker_spiritsuffix2	元素怪
exp_monmaker_spiritsuffix3	鬼魂
exp_monmaker_spiritsuffix4	妖精
exp_monmaker_spiritsuffix5	灵素
exp_monmaker_spiritsuffix6	幽灵
exp_monmaker_spiritsuffix7	恶灵
exp_monmaker_spiritsuffix8	邪灵
exp_monmaker_spiritsuffix9	鬼火
exp_monmaker_statususerword1	萨满
exp_monmaker_statususerword2	祭师
exp_monmaker_statususerword3	占卜师
exp_monmaker_strongfireprefix1	炼狱
exp_monmaker_strongfireprefix2	烈火
exp_monmaker_strongfireprefix3	烈焰
exp_monmaker_stronglightningprefix1	电击
exp_monmaker_stronglightningprefix2	雷鸣
exp_monmaker_stronglightningprefix3	天雷
exp_monmaker_strongpoisonprefix1	剧毒
exp_monmaker_strongpoisonprefix2	硫酸
exp_monmaker_strongpoisonprefix3	鸩毒
exp_monmaker_strongshadowprefix1	暗夜
exp_monmaker_strongshadowprefix2	恐怖
exp_monmaker_strongshadowprefix3	黑影
exp_monmaker_strongshadowprefix4	虚空
exp_monmaker_strongwaterprefix1	暴雨
exp_monmaker_strongwaterprefix2	洪水
exp_monmaker_strongwaterprefix3	冰河
exp_monmaker_strongwaterprefix4	极地
exp_monmaker_summonerword1	召唤师
exp_monmaker_summonerword2	魔法师
exp_monmaker_summonerword3	呼唤者
exp_monmaker_supporterword1	支援者
exp_monmaker_supporterword2	辅助者
exp_monmaker_supporterword3	医师
exp_monmaker_supporterword4	巫士
exp_monmaker_weakfireprefix1	火
exp_monmaker_weakfireprefix2	火焰
exp_monmaker_weakfireprefix3	余烬
exp_monmaker_weakfireprefix4	热气
exp_monmaker_weaklightningprefix1	电光
exp_monmaker_weaklightningprefix2	闪电
exp_monmaker_weaklightningprefix3	霹雳
exp_monmaker_weakpoisonprefix1	毒液
exp_monmaker_weakpoisonprefix2	瘟疫
exp_monmaker_weakpoisonprefix3	淤泥
exp_monmaker_weakpoisonprefix4	污泥
exp_monmaker_weakshadowprefix1	阴蔽
exp_monmaker_weakshadowprefix2	黑暗
exp_monmaker_weakshadowprefix3	薄暮
exp_monmaker_weakshadowprefix4	阴暗
exp_monmaker_weakwaterprefix1	细雨
exp_monmaker_weakwaterprefix2	水塘
exp_monmaker_weakwaterprefix3	寒冷
exp_monmaker_weakwaterprefix4	寒气
exp_monmaker_weakwaterprefix5	冰冻
exp_monmaker_weakwaterprefix6	冰霜
exp_monmod_firegod	火焰之神
exp_monmod_lightninggod	闪电之神
exp_monmod_physicalgod	剑神
exp_monmod_poisongod	剧毒之神
exp_monmod_shadowgod	暗影之神
exp_monmod_watergod	水之神
exp_mysterydungeon_bossname	~ 神秘的王 ~
exp_mysterydungeon_bossvictory	#clr#神秘的王#ec#被打败了！此次旅途将在你使用#cc#魔法传送门#ec#时结束。\n\n
exp_mysterydungeon_explanation	#big##clr#流浪者旅途#ec##endbig#\n\n在这次冒险中，你必须到达#cy#最高层#ec#并在那里打败#clr#神秘的王#ec#。与道具之梦不同，你#cr#可能不会#ec#返回城镇！\n\n在这里你只会找到#cy#上行楼梯#ec#，无#cr#后退之路#ec#。但是，你偶尔仍会找到#cy#篝火楼层#ec#。\n\n这里的所有#cy#怪物#ec#都是全新的。你要小心观察，了解它们的#cc#能力和行为#ec#。祝你好运！\n\n
exp_mysterydungeon_postvictory	#big##clr#流浪者旅途#ec#完成！#endbig#\n\n
exp_mysterydungeon_tip0	每次#clr#流浪者旅途#ec#的怪物都是全新的。小心观察它们！
exp_mysterydungeon_tip1	你可以在#clr#流浪者旅途中#ec#找到强大和独特的#clr#圣物#ec#。
exp_mysterydungeon_tip2	在#clr#流浪者旅途中#ec#你不能返回城镇，所以在商人处消耗金币时不要手软！
exp_mysterydungeon_tip3	在#clr#流浪者旅途中#ec##cy#篝火#ec#每几层出现一次。请明智地使用它们……
exp_obj_blackhole_name	黑洞
exp_overload_dmg_name	超载
exp_parry_down	招架率下降！
exp_popup_misc_sticky	被舌头黏住了！
exp_randomshop1_name	诺尔曼多
exp_randomshop2_name	费尔南多
exp_randomshop3_name	奥兰多
exp_randomshop4_name	赫尔南多
exp_randomshop5_name	登多
exp_randomshop6_name	谢尔兰多
exp_rarity_relic	圣物
exp_shara_died	纷乱深渊用各种方式讲述着无尽的故事。在今天的故事中，#cc#萨拉的传说#ec#终结在此，但是她的#cy#目标#ec#还没有实现，这会是真正的结局吗？
exp_shara_dominate_description1	用非元素系能量攻击怪物，可以永久地让怪物处于^tag1^负面状态。你最多可以让^tag2^个怪物处于这种状态下。
exp_shara_dominate_description2	用非元素系能量攻击怪物，可以永久地让怪物处于^tag1^负面状态以达成你伟大的使命。你最多可以让^tag2^个怪物处于这种状态下。
exp_shara_dominate_displayname1	温柔的拳
exp_shara_dominate_displayname2	斥责招募
exp_shara_dominate_displayname3	威严一击
exp_shara_dominate_displayname4	支配
exp_shara_dominate_extradesc1	伤害：^number1^精神力的物理伤害。永久地^tag1^低于^number2^生命的非精英怪。主要的魅惑目标会回复你的生命值。
exp_shara_dominate_extradesc2	伤害：^number1^精神力的物理伤害。永久地控制低于^number2^生命的非精英怪。被控制的怪物会缓慢的失去生命值。当主要控制目标死亡时，他们会为你回复最大生命值、能量、体力的^number3^。
exp_shara_ko	萨拉面临过许多强大的敌人，也从许多困境中逃脱出来过。<color=yellow>^tag2^</color>的<color=#0cffe6>^tag1^</color>这次击败了她，但是她不会放弃。没有任何人能阻止她实现她#cy#目标#ec#。
exp_shara_ko_result	萨拉在逃脱时丢下了<color=yellow>^tag1^</color>g，并花了<color=#40b843>^tag2^职业点数</color>来回复。
exp_sharaending_text1	这个热情的女人身上还有许多的疑问，
exp_sharaending_text2	但我想知道的是：
exp_sharaending_text3	她究竟是敌人还是是朋友？
exp_sharaending_text4	我不会让任何人阻止我完成我的使命，但是……
exp_sharaending_text5	也许我们可以一起重建这个世界……
exp_sharafinalboss_phase2begin_1	#cy#已请求支援。#ec#当前武器无法承受来自#cc#SHARA_AVATAR的攻击。#ec#\n\n#cc#^tag1^时间单位#ec#正进入紧急再生停滞状态。\n\n
exp_sharafinalboss_phase2begin_2	哈！机器，我似乎察觉到了一丝#cr#恐惧#ec#？\n\n为了这一刻，我磨练了自己的能力。没有你，我将#cc#支配#ec#你的新盟友，让他们转而与你为敌！\n\n
exp_sharafinalboss_phase2end_1	再生循环完成。运行状态：#cg#完全恢复#ec#。\n\n
exp_sharaforest_levelname	梦幻之森
exp_sharamode_tips0	如果你的#cr#生命值#ec#全满，#cc#魔法之泉#ec#会补充#cc#能量护盾#ec#并重置冷却。
exp_sharamode_tips1	萨拉的等级通过#cy#消耗职业点数#ec#增加。这会提升她的武器伤害和精神力。
exp_sharamode_tips2	萨拉每次使用职业点数升级一个#cr#核心数值#ec#，就会增加#cy#生命值#ec#。
exp_sharamode_tips3	开启#cy#潘多拉魔盒#ec#或在#cy#篝火#ec#处休息，即可学习新技能。
exp_sharamode_tips4	你的技能选择每次都是随机的，所以#cy#请认真考虑每次选择#ec#。
exp_sharamode_tips5	有很多可探索的#cg#边缘区域#ec#，你不需要打听#cg#传闻#ec#去找。
exp_sharamode_tips6	萨拉可以从#cy#技能页#ec#使用技能，并自由安排#cy#快捷栏#ec#，即使在危险区域也是如此。
exp_sharamode_tips7	你找到的每一个#cy#篝火#ec#附近都会有一名商人。
exp_sharamode_tips8	在#cc#萨拉的故事#ec#中，#cy#潘多拉魔盒#ec#必定装有一件强大装备！
exp_sharapower_learned_txt	#cc#萨拉#ec#能比#cy#米莱#ec#更自由地使用能力！你能直接从#cy#技能页#ec#使用技能而不用把他们放进快捷栏。\n\n你也能在危险的区域#cy#设置或删除#ec#快捷栏。#cg#被动技能#ec#也一样可以。\n\n
exp_skill_axeiaijutsu_name	斧斧生风
exp_skill_banish_description	立即消灭非精英召唤怪或陷阱。
exp_skill_banish_displayname	驱逐
exp_skill_boostdiscipline_desc	戒律的最大值上升^number1^。
exp_skill_boostdiscipline_name	戒律强化
exp_skill_boostguile_desc	狡黠的最大值上升^number1^。
exp_skill_boostguile_name	狡黠强化
exp_skill_boosthealth_desc	生命的最大值上升^number1^。
exp_skill_boosthealth_name	生命强化
exp_skill_boostspirit_desc	精神的最大值上升^number1^。
exp_skill_boostspirit_name	精神强化
exp_skill_booststrength_desc	力量的最大值上升^number1^。
exp_skill_booststrength_name	力量强化
exp_skill_boostswiftness_desc	迅捷的最大值上升^number1^。
exp_skill_boostswiftness_name	迅捷强化
exp_skill_chakrashift_desc	吸收并移除自身的暂时性增益效果，每移除一个增益效果，可提升^number1^伤害，持续^number2^回合。
exp_skill_chakrashift_name	斗转星移
exp_skill_charisma_desc	被强盗类非精英怪攻击时有^number1^几率^$sharamode:dominateverb$^它们。
exp_skill_charisma_name	魅力
exp_skill_cleanup_desc	立即移除一个拥有暂时性陷阱的格子，例如冰块、火焰或酸液池。
exp_skill_cleanup_name	擦擦干净
exp_skill_collectivestrength_desc	被控制的每个怪物会让你普通攻击附带^number1^伤害（最大：^number2^）
exp_skill_collectivestrength_name	力之聚集
exp_skill_combatbiography_desc	在神秘的传记中记录你的冒险之旅，消耗全部笔划并召唤附近的书。拾取此书将归还所有已用的笔划及额外^number1^个笔划，并在短时间内强化书法家技能。
exp_skill_combatbiography_extradesc	同一时间内只能有一本传记。所召唤的传记可持续^number2^回合。拾取传记后^number4^回合内，书法家技能伤害提升^number3^。
exp_skill_combatbiography_name	战斗传记
exp_skill_combatbiography_shortdesc	召唤一本神秘的书至附近的一个随机格子，书中包含所有笔划。
exp_skill_commandingpresence_description	（被动）你所控制的每一个怪物会提升你在普通攻击时^number1^的几率^$sharamode:dominateverb$^怪物。
exp_skill_commandingpresence_extradesc	攻击时最多有^number2^几率^$sharamode:dominateverb$^怪物。
exp_skill_commandingpresence_name	威严
exp_skill_createrandomrock_name	制造碎石
exp_skill_dangermagnet_desc	你越来越会招惹麻烦，游荡怪物的数量增加^number1^。
exp_skill_dangermagnet_name	危险磁铁
exp_skill_dominate_description	^$sharamode:dominatedesc$^
exp_skill_dominate_displayname	^$sharamode:dominatename$^
exp_skill_dominate_extradesc	^$sharamode:dominateedesc$^
exp_skill_elemabsorb_name	元素屏障
exp_skill_eshieldpower_desc	（被动）利用能量护盾破碎后释放出的能量，直到你能再次释放一个能量护盾前获得^number1^伤害提升。
exp_skill_eshieldpower_name	复仇
exp_skill_essencestorm_desc	用你生命本质的力量制造^number1^个能量球，每回合会有一个能量球攻击一个附近的怪物。
exp_skill_essencestorm_extradesc	伤害：每次^number2^精神力的物理伤害。最多攻击^number3^格内的敌人。
exp_skill_essencestorm_name	生命风暴
exp_skill_expmon_overdrive_name	过载
exp_skill_expmon_photonbreath_name	光子吐息
exp_skill_expmon_randomphoton_name	光子风暴
exp_skill_expmon_shielding_name	能量护盾
exp_skill_expmon_summoncannondrones_name	召唤无人机
exp_skill_flowshield_description	基于你的生命值制造一个护盾来吸收所有伤害。护盾的大小是你最大生命值的^number1^。
exp_skill_flowshield_displayname	生命护盾
exp_skill_flowshield_extradesc	在护盾未被破坏前冷却时间不会减少。
exp_skill_forbiddance_desc	消耗全部笔划，在前方格子里写出强力的魔法符文。敌人踩中符文时将受到封印和绊足。
exp_skill_forbiddance_extradesc	每使用一个笔划可创造一个持续^number1^回合的符文。封印和绊足效果持续^number2^回合。
exp_skill_forbiddance_name	禁忌
exp_skill_glide_desc	优雅地飞跃至一段短距离外，可横跨^number1^个格子。
exp_skill_glide_extradesc	每使用两次后，技能进入冷却。
exp_skill_glide_name	滑行
exp_skill_improveddominate_description	（被动） ^$sharamode:getdominatename$^可以魅惑生命值^number1^或以下的怪物。
exp_skill_improveddominate_name	魅力提升
exp_skill_inkcollector_desc	每次打败一个琐碎（或以上）怪物、闪避攻击或造成暴击时，都会储存一个笔划。
exp_skill_inkcollector_name	惜墨如金
exp_skill_inkstorm_desc	消耗全部笔划，随机对附近的敌人发起猛烈攻击。
exp_skill_inkstorm_extradesc	伤害：^number1^武器威力。每一个笔划可增加一次额外攻击。重复攻击同一个敌人时造成^number2^伤害。不会生成新的笔划。
exp_skill_inkstorm_name	舞文弄墨
exp_skill_lightningflash_desc	瞬间闪到目标位置，同时电气化所有相邻格子。
exp_skill_lightningflash_extradesc	被电气化的格子会在怪兽踏入后麻痹^number1^个回合。
exp_skill_lightningflash_name	电光一闪
exp_skill_lightningscroll_desc	沿一条直线射出闪电，造成伤害，同时产生持久不散的电火花。
exp_skill_lightningscroll_extradesc	伤害：^number1^武器威力和^number2^精神力的电属性伤害。电火花能提供可叠加的^number3^暴击率提升效果，将在下次攻击时生效。
exp_skill_lightningscroll_name	闪电卷轴
exp_skill_menagerie_desc	每控制一只宠物或召唤生物，你的宠物和召唤生物可造成额外^number1^伤害。
exp_skill_menagerie_name	兽群
exp_skill_monstertoss_desc	举起附近的一只怪物并将其扔向另一只怪物！
exp_skill_monstertoss_extradesc	对两只怪物所造成的伤害：遭投掷怪物血量的^number1^。
exp_skill_monstertoss_name	怪物投掷
exp_skill_museofmelee_desc	基础近战攻击有^number1^几率造成^number2^水、电或暗属性抗性，持续^number3^回合。双持武器时，每次攻击都有机会触发此效果。
exp_skill_museofmelee_name	近战女神
exp_skill_necessarysacrifice_desc	当一个被魅惑的生物死亡时，你可以回复^number1^的最大体力和能量。
exp_skill_necessarysacrifice_name	补充
exp_skill_phasechange_desc	和怪物交换位置并使他们混乱。
exp_skill_phasechange_extradesc	混乱持续^number1^个回合。
exp_skill_phasechange_name	移形换影
exp_skill_phasmashield_description	在你相邻的格子召唤一圈死亡法斯玛能量保护你。怪物触碰后会受到伤害。
exp_skill_phasmashield_extradesc	每回合伤害：^number1^精神力和^number2^武器伤害的火属性伤害。
exp_skill_phasmashield_name	法斯玛盾
exp_skill_precisefinish_desc	华丽的一击，威力较低。使用此技能打败敌人时，可获得更多奖励。
exp_skill_precisefinish_extradesc	伤害：^number1^武器威力。使用此技能打败怪物时，可获得额外^number2^奖励。
exp_skill_precisefinish_name	精确终技
exp_skill_relichunter_desc	无价的古物给你注入永恒的力量！每装备一件传奇、圣物或套装物品，伤害和抗性可提升^number1^。
exp_skill_relichunter_name	圣物猎人
exp_skill_retort_desc	严阵以待，轻松躲过下一次物理攻击，并通过封印攻击者来进行反击。
exp_skill_retort_extradesc	闪避加成可持续^number1^回合，或在下一次被击中时失效。可封印攻击者，持续^number2^回合。
exp_skill_retort_name	后发制人
exp_skill_rockcircle_name	活埋
exp_skill_scholar_desc	你对学习的追求永无止境，获得^number1^职业点数。
exp_skill_scholar_name	学者
exp_skill_shadowscroll_desc	用可怕的暗影爆发来轰炸一片区域，造成伤害，同时产生持久不散的暗影法球。
exp_skill_shadowscroll_extradesc	伤害：^number1^武器威力和^number2^精神力的暗影属性伤害。对受影响的敌人施加可叠加的暗影易伤效果。短时间内，暗影法球提供可叠加的^number3^近战基础攻击伤害加成效果。
exp_skill_shadowscroll_name	暗影卷轴
exp_skill_shockwave_description	制造一个不断变大的电圈攻击圆圈内的敌人。
exp_skill_shockwave_extradesc	伤害： ^number1^精神力的电属性伤害。
exp_skill_shockwave_name	冲击波
exp_skill_sludgespread_name	污泥蔓延
exp_skill_subtletap_desc	不足以打败敌人的近战攻击。
exp_skill_subtletap_extradesc	伤害：^number1^武器威力。此攻击无法将怪物的生命值降低至1以下。
exp_skill_subtletap_name	轻轻敲打
exp_skill_summontoxicslime_name	召唤剧毒史莱姆
exp_skill_treasuretracker_desc	借助对隐藏的宝藏和财富的敏锐感知，所有增益物品中的^number1^生成时为金币堆。
exp_skill_treasuretracker_name	宝藏追踪
exp_skill_truehover_description	（被动）漂浮术可以让你减少^number1^的来自地面伤害
exp_skill_truehover_name	真漂浮术
exp_skill_vanishingdodge_desc	生命值降至^number1^或以下时，隐形墨水将会笼罩你，使你提升^number2^闪避率。
exp_skill_vanishingdodge_name	消失墨水
exp_skill_venomancerpoison_name	淬毒武器
exp_skill_voidbolt_description	向敌人发射一道集中的虚空能量冲击，造成伤害并使其每回合都会流失生命。
exp_skill_voidbolt_displayname	虚空一击
exp_skill_voidbolt_extradesc	伤害：^number1^武器伤害的物理伤害。基于已损失生命造成最多^number2^伤害。受到攻击的敌人在^number4^回合内，每回合流失^number3^生命。
exp_skill_voidshield_description	基于你的生命值制造一个负能量护盾来吸收所有伤害。护盾的大小是你最大生命值的^number1^。护盾激活时有一定概率随机释放虚空一击。
exp_skill_voidshield_displayname	虚空护盾
exp_skill_voidshield_extradesc	释放时会取消掉生命护盾；释放生命护盾也会取消虚空护盾。每个回合有^number2^几率对周围敌人释放虚空一击。
exp_skill_waterscroll_desc	用汹涌的水流淹没一片区域，可造成伤害，同时产生持久不散的水汽。
exp_skill_waterscroll_extradesc	伤害：^number1^武器威力和^number2^精神力的水属性伤害。朦胧水雾可克制火属性伤害，同时使你提升^number3^闪避率。
exp_skill_waterscroll_name	流水卷轴
exp_status_attackdown_name	无力攻击
exp_status_brushstroke_desc	储存能量，可通过使用笔墨攻击来释放其威力。
exp_status_brushstroke_name	笔划
exp_status_combatbiography_boost_name	传记提升
exp_status_dmgup_25_desc	伤害提升^number1^
exp_status_essencestorm_desc	每回合会有一个剩余的能量球攻击一个附近的敌人。#cy#能量球剩余：#ec# #cg#^$getactordata:essencestorm_ammo$^#ec#
exp_status_extracrit_desc	有^number1^几率造成暴击。下次攻击或使用技能时生效。
exp_status_flowshield_desc	能量护盾能吸收所有伤害。#cy#护盾剩余大小：#ec# #cg#^$getactordata:flowshield_dmgleft$^#ec#
exp_status_parrydown_name	无力招架
exp_status_robo_overdriveattack_name	过载攻击
exp_status_shadoworb_desc	^number1^近战武器基础攻击伤害
exp_superhardarea_name	诸神领域
exp_superhardarea_name_1	诸神领域 1层
exp_superhardarea_name_2	诸神领域 2层
exp_superhardarea_name_3	诸神领域 3层
exp_superhardarea_name_4	诸神领域 4层
exp_superhardarea_name_5	诸神领域 5层
exp_verb_charm	魅惑
exp_verb_command	掌握
exp_verb_dominate	支配
exp_verb_recruit	招募
exp_wanderer_askgods	#cy#？？？流浪者#ec#：返回你#cc#击败萨拉#ec#的地方，通往#co#诸神领域#ec#的入口在等着你。\n
exp_wanderer_dungeon1_desc	#big#山之复仇#endbig#\n\n#cy#层数#ec#：20\n#cy#难度#ec#：#cr#^$gettext:difficulty_7$^#ec#\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keeprelics$^\n\n^$gettext:md_monsters_respawn$^\n\n
exp_wanderer_dungeon1_name	山之复仇
exp_wanderer_dungeon10_desc	#big#南国的宝藏#endbig#\n\n#cy#层数#ec#：15\n#cy#难度#ec#:：^$gettext:difficulty_5$^\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_items_relics$^\n\n^$gettext:md_monsters_respawn$^\n^$gettext:md_jp_only_campfires$^\n^$gettext:md_more_consumables$^\n\n
exp_wanderer_dungeon10_name	南国的宝藏
exp_wanderer_dungeon2_desc	#big#精灵的寺院#endbig#\n\n#cy#层数#ec#：30\n#cy#难度#ec#：#cr#^$gettext:difficulty_8$^#ec#！\n#cy#初始条件#ec#：带有技能和已装备上的装备\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_items_relics$^\n\n^$gettext:md_monsters_respawn$^\n\n
exp_wanderer_dungeon2_name	精灵的寺院
